BR:BEND-PC1:OWFS_PROCESS_T,2024-09-21 02:44:36.057486,23.3535,,
BR:BEND-PC1:OWFS_PROCESS_T,                +26.737115,25.7352,,
BR:BEND-PC1:OWFS_PROCESS_T,                +52.938949,25.2,,
BR:BEND-PC1:OWFS_PROCESS_T,                +90.876561,36.9357,,
BR:BEND-PC1:OWFS_PROCESS_T,               +117.975165,26.0972,,
BR:BEND-PC1:OWFS_PROCESS_T,               +144.174240,25.1959,,
BR:BEND-PC1:OWFS_PROCESS_T,               +175.411581,30.2355,,
BR:BEND-PC1:OWFS_PROCESS_T,               +213.530429,37.117,,
BR:BEND-PC1:OWFS_PROCESS_T,               +238.993111,24.4612,,
BR:BEND-PC1:OWFS_PROCESS_T,               +263.683099,23.6868,,
BR:BEND-PC1:OWFS_PROCESS_T,               +288.161734,23.4766,,
BR:BEND-PC1:OWFS_PROCESS_T,               +316.802737,27.6399,,
BR:BEND-PC1:OWFS_PROCESS_T,               +354.318028,36.5135,,
BR:BEND-PC1:OWFS_PROCESS_T,               +379.789031,24.4692,,
BR:BEND-PC1:OWFS_PROCESS_T,               +404.526696,23.7358,,
BR:BEND-PC1:OWFS_PROCESS_T,               +430.046444,24.5179,,
BR:BEND-PC1:OWFS_PROCESS_T,               +460.580532,29.5323,,
BR:BEND-PC1:OWFS_PROCESS_T,               +501.711295,40.1298,,
BR:BEND-PC1:OWFS_PROCESS_T,               +526.674734,23.9603,,
BR:BEND-PC1:OWFS_PROCESS_T,               +550.779136,23.1026,,
BR:BEND-PC1:OWFS_PROCESS_T,               +577.907576,26.1266,,
BR:BEND-PC1:OWFS_PROCESS_T,               +604.605323,25.6959,,
BR:BEND-PC1:OWFS_PROCESS_T,               +643.188467,37.5817,,
BR:BEND-PC1:OWFS_PROCESS_T,               +667.612269,23.4204,,
BR:BEND-PC1:OWFS_PROCESS_T,               +691.778779,23.165,,
BR:BEND-PC1:OWFS_PROCESS_T,               +718.906612,26.1247,,
BR:BEND-PC1:OWFS_PROCESS_T,               +746.377831,26.4678,,
BR:BEND-PC1:OWFS_PROCESS_T,               +787.153533,39.7738,,
BR:BEND-PC1:OWFS_PROCESS_T,               +814.006632,25.8516,,
BR:BEND-PC1:OWFS_PROCESS_T,               +841.338649,26.3289,,
BR:BEND-PC1:OWFS_PROCESS_T,               +867.387080,25.0469,,
BR:BEND-PC1:OWFS_PROCESS_T,               +905.118203,36.7279,,
BR:BEND-PC1:OWFS_PROCESS_T,               +930.873440,24.7537,,
